Timestamp,"/ExampleSubsystem/falcon/BUS_VOLTAGE","/ExampleSubsystem/falcon/FAULTS","/ExampleSubsystem/falcon/FORWARD_LIMIT_SWITCH","/ExampleSubsystem/falcon/HAS_RESET","/ExampleSubsystem/falcon/INTEGRATED_SENSOR_ABSOLUTE_POSITION","/ExampleSubsystem/falcon/OUTPUT_PERCENT","/ExampleSubsystem/falcon/REVERSE_LIMIT_SWITCH","/ExampleSubsystem/falcon/SELECTED_SENSOR_POSITION","/ExampleSubsystem/falcon/SELECTED_SENSOR_VELOCITY","/ExampleSubsystem/falcon/SET_FUNCTION_CONTROL_MODE","/ExampleSubsystem/falcon/SET_FUNCTION_DEMAND","/ExampleSubsystem/falcon/SET_FUNCTION_DEMAND_TYPE","/ExampleSubsystem/falcon/SET_FUNCTION_VALUE","/ExampleSubsystem/falcon/SET_NEUTRAL_MODE_IS_BRAKE","/ExampleSubsystem/falcon/SET_SELECTED_SENSOR_POSITION","/ExampleSubsystem/falcon/SET_VOLTAGE","/ExampleSubsystem/falcon/STATOR_CURRENT","/ExampleSubsystem/falcon/SUPPLY_CURRENT","/ExampleSubsystem/falcon/TEMPERATURE","DS:autonomous","DS:enabled","DS:estop","DS:joystick0/axes","DS:joystick0/buttons","DS:joystick0/povs","DS:joystick1/axes","DS:joystick1/buttons","DS:joystick1/povs","DS:joystick2/axes","DS:joystick2/buttons","DS:joystick2/povs","DS:joystick3/axes","DS:joystick3/buttons","DS:joystick3/povs","DS:joystick4/axes","DS:joystick4/buttons","DS:joystick4/povs","DS:joystick5/axes","DS:joystick5/buttons","DS:joystick5/povs","DS:test","NT:/FMSInfo/.type","NT:/FMSInfo/EventName","NT:/FMSInfo/FMSControlData","NT:/FMSInfo/GameSpecificMessage","NT:/FMSInfo/IsRedAlliance","NT:/FMSInfo/MatchNumber","NT:/FMSInfo/MatchType","NT:/FMSInfo/ReplayNumber","NT:/FMSInfo/StationNumber","NT:/LiveWindow/.status/LW Enabled","NT:/LiveWindow/ExampleSubsystem/.command","NT:/LiveWindow/ExampleSubsystem/.default","NT:/LiveWindow/ExampleSubsystem/.hasCommand","NT:/LiveWindow/ExampleSubsystem/.hasDefault","NT:/LiveWindow/ExampleSubsystem/.name","NT:/LiveWindow/ExampleSubsystem/.type","NT:/LiveWindow/Ungrouped/.type","NT:/LiveWindow/Ungrouped/Scheduler/.name","NT:/LiveWindow/Ungrouped/Scheduler/.type","NT:/LiveWindow/Ungrouped/Scheduler/Ids","NT:/LiveWindow/Ungrouped/Scheduler/Names","NT:/LiveWindow/Ungrouped/Talon FX [1]/.actuator","NT:/LiveWindow/Ungrouped/Talon FX [1]/.name","NT:/LiveWindow/Ungrouped/Talon FX [1]/.type","NT:/LiveWindow/Ungrouped/Talon FX [1]/Value","NTConnection","messages","systemTime"
0.395782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FMSInfo","",0,"",1,0,0,0,1,0
0.509792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FMSInfo","",0,"",1,0,0,0,1,0,,,,,,,,,,,,,,,,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.56245,,,,,,,,,,"PercentOutput",0,"Neutral",0.5265845953080681,,,,,,,0,0,0,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,0,"FMSInfo","",0,"",1,0,0,0,1,0,,,,,"ExampleSubsystem","Subsystem","LW Subsystem","Scheduler","Scheduler",,"",,,,,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.580985,,,,,,,,,,"PercentOutput",0,"Neutral",0.5488225085953718,,,,,,,0,0,0,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,0,"FMSInfo","",0,"",1,0,0,0,1,0,"none","none",0,0,"ExampleSubsystem","LW Subsystem","LW Subsystem","Scheduler","Scheduler",,"",1,"Talon FX [1]","Motor Controller",0,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.621832,,,,,,,,,,"PercentOutput",0,"Neutral",0.5824870071568394,,,,,,,0,0,0,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,0,"FMSInfo","",32,"",1,0,0,0,1,0,"none","none",0,0,"ExampleSubsystem","LW Subsystem","LW Subsystem","Scheduler","Scheduler",,"",1,"Talon FX [1]","Motor Controller",0,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.640992,,,,,,,,,,"PercentOutput",0,"Neutral",0.5979635749386915,,,,,,,0,0,0,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,0,"FMSInfo","",32,"",1,0,0,0,1,0,"none","none",0,0,"ExampleSubsystem","LW Subsystem","LW Subsystem","Scheduler","Scheduler",,"",1,"Talon FX [1]","Motor Controller",0,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.681742,,,,,,,,,,"PercentOutput",0,"Neutral",0.6301248593732558,,,,,,,0,0,0,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,0,"FMSInfo","",32,"",1,0,0,0,1,0,"none","none",0,0,"ExampleSubsystem","LW Subsystem","LW Subsystem","Scheduler","Scheduler",,"",1,"Talon FX [1]","Motor Controller",0,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.701448,,,,,,,,,,"PercentOutput",0,"Neutral",0.6453000575668062,,,,,,,0,0,0,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,0,"FMSInfo","",32,"",1,0,0,0,1,0,"none","none",0,0,"ExampleSubsystem","LW Subsystem","LW Subsystem","Scheduler","Scheduler",,"",1,"Talon FX [1]","Motor Controller",0,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.741257,,,,,,,,,,"PercentOutput",0,"Neutral",0.6751817024055544,,,,,,,0,0,0,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,0,"FMSInfo","",32,"",1,0,0,0,1,0,"none","none",0,0,"ExampleSubsystem","LW Subsystem","LW Subsystem","Scheduler","Scheduler",,"",1,"Talon FX [1]","Motor Controller",0,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.781413,,,,,,,,,,"PercentOutput",0,"Neutral",0.7042576800787452,,,,,,,0,0,0,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,0,"FMSInfo","",32,"",1,0,0,0,1,0,"none","none",0,0,"ExampleSubsystem","LW Subsystem","LW Subsystem","Scheduler","Scheduler",,"",1,"Talon FX [1]","Motor Controller",0,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.801341,,,,,,,,,,"PercentOutput",0,"Neutral",0.718265377829171,,,,,,,0,0,0,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,0,"FMSInfo","",32,"",1,0,0,0,1,0,"none","none",0,0,"ExampleSubsystem","LW Subsystem","LW Subsystem","Scheduler","Scheduler",,"",1,"Talon FX [1]","Motor Controller",0,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
